RESULT_DATE,PLAYER_NAME,PLAYER_TYPE,OPPONENT,PA,AB,H,R,RBI,HR,BB,HBP,SO,SB,DOUBLES,TRIPLES,SINGLES,TOTAL_BASES,H_PLUS_R_PLUS_RBI,HITTER_FANTASY_PP,SOURCE_FILE,IP,OUTS,K,ER,HITS_ALLOWED,HR_ALLOWED,PITCHES,WIN,QUALITY_START,PITCHER_FANTASY_PP
2026-07-10,BRYAN KING,PITCHER,TEX,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,-6.0
2026-07-10,BRYSE WILSON,PITCHER,PIT,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,CADE SMITH,PITCHER,MIA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,CAL QUANTRILL,PITCHER,HOU,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,22.0
2026-07-10,CARLOS CORTES,PITCHER,CWS,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0
2026-07-10,CARMEN MLODZINSKI,PITCHER,MIL,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,3.0,9.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,18.0
2026-07-10,CARSON PALMQUIST,PITCHER,NYY,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,3.0,9.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,18.0
2026-07-10,CHAD DALLAS,PITCHER,SD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,CHAD PATRICK,PITCHER,PIT,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2026-07-10,CHRIS MARTIN,PITCHER,HOU,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,-4.0
2026-07-10,CHRIS SALE,PITCHER,STL,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,3.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0
2026-07-10,CIONEL PÉREZ,PITCHER,BOS,,,,,,,3,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,-1.0
2026-07-10,CLAYTON BEETER,PITCHER,NYY,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-07-10,COLE SULSER,PITCHER,SEA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-07-10,COLE WILCOX,PITCHER,TB,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,COLE WINN,PITCHER,HOU,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
2026-07-10,COLIN HOLDERMAN,PITCHER,MIA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
2026-07-10,CRAIG YOHO,PITCHER,PIT,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2026-07-10,DANIEL LYNCH IV,PITCHER,BAL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,DANNY YOUNG,PITCHER,STL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
2026-07-10,DAVID BEDNAR,PITCHER,WSH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
2026-07-10,DIDIER FUENTES,PITCHER,STL,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,DREW SOMMERS,PITCHER,PHI,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-07-10,DREY JAMESON,PITCHER,LAD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2026-07-10,DYLAN SMITH,PITCHER,COL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,EDGARDO HENRIQUEZ,PITCHER,AZ,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
2026-07-10,EDUARD BAZARDO,PITCHER,TB,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,EDUARDO RODRIGUEZ,PITCHER,LAD,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,5.0,2.0,7.0,2.0,0.0,1.0,1.0,37.0
2026-07-10,ELVIS ALVARADO,PITCHER,CWS,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2026-07-10,EMILIO PAGÁN,PITCHER,CHC,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2026-07-10,ERIK MILLER,PITCHER,COL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,ERIK SABROWSKI,PITCHER,MIA,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0
2026-07-10,EVAN PHILLIPS,PITCHER,AZ,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,FERNANDO CRUZ,PITCHER,WSH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-10,GARRETT CLEAVINGER,PITCHER,SEA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,GARRETT STUBBS,PITCHER,DET,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,GARRETT WHITLOCK,PITCHER,NYM,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,GEORGE SORIANO,PITCHER,ATL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.1,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
2026-07-10,GRAYSON RODRIGUEZ,PITCHER,MIN,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.1,16.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,13.0
2026-07-10,GREG WEISSERT,PITCHER,NYM,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2026-07-10,GREGORY SOTO,PITCHER,MIL,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,HUNTER BROWN,PITCHER,TEX,,,,,,,5,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,25.0
2026-07-10,HUNTER GADDIS,PITCHER,MIA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,HUNTER GREENE,PITCHER,CHC,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,7.0,21.0,12.0,0.0,3.0,0.0,0.0,1.0,1.0,67.0
2026-07-10,JACK DREYER,PITCHER,AZ,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,JACK FLAHERTY,PITCHER,PHI,,,,,,,3,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,40.0
2026-07-10,JACOB LOPEZ,PITCHER,CWS,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-10,JACOB WAGUESPACK,PITCHER,PHI,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,JAKE BIRD,PITCHER,WSH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,JAKE WOODFORD,PITCHER,CIN,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,6.0
2026-07-10,JEFF HOFFMAN,PITCHER,SD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,JHONY BRITO,PITCHER,TOR,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.2,8.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0
2026-07-10,JIMMY HERGET,PITCHER,SF,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,JOJO ROMERO,PITCHER,ATL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
2026-07-10,JONATHAN LOÁISIGA,PITCHER,LAD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,JORDAN ROMANO,PITCHER,SF,,,,,,,3,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
2026-07-10,JOSÉ A. FERRER,PITCHER,TB,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,-8.0
2026-07-10,JP SEARS,PITCHER,TOR,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,4.1,13.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,13.0
2026-07-10,JUAN MEJIA,PITCHER,SF,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-07-10,JUSTIN BRUIHL,PITCHER,ATL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-10,JUSTIN LAWRENCE,PITCHER,NYY,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
2026-07-10,KEATON WINN,PITCHER,COL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,KEVIN KELLY,PITCHER,SEA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,KIRBY YATES,PITCHER,MIN,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,KODAI SENGA,PITCHER,BOS,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,KYLE HURT,PITCHER,AZ,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,KYLE LEAHY,PITCHER,ATL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,3.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
2026-07-10,LOUIS VARLAND,PITCHER,SD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,LUINDER AVILA,PITCHER,BAL,,,,,,,3,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.0,15.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,15.0
2026-07-10,LUIS CASTILLO,PITCHER,TB,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.0,15.0,4.0,4.0,9.0,3.0,0.0,0.0,0.0,15.0
2026-07-10,MASON BARNETT,PITCHER,CWS,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-6.0
2026-07-10,MASON FLUHARTY,PITCHER,SD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
2026-07-10,MATT KROOK,PITCHER,NYY,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,-5.0
2026-07-10,MATT STRAHM,PITCHER,BAL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0
2026-07-10,MAX LAZAR,PITCHER,DET,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,-6.0
2026-07-10,NICK DAVILA,PITCHER,TB,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,NICK MARTINEZ,PITCHER,SEA,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.1,16.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,19.0
2026-07-10,NOLAN MCLEAN,PITCHER,BOS,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,43.0
2026-07-10,PARKER MESSICK,PITCHER,MIA,,,,,,,4,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0
2026-07-10,RICO GARCIA,PITCHER,KC,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
2026-07-10,RILEY O'BRIEN,PITCHER,ATL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,ROBBIE RAY,PITCHER,COL,,,,,,,6,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.0,15.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,24.0
2026-07-10,RON MARINACCIO,PITCHER,TOR,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,RYAN GUSTO,PITCHER,CLE,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,RYAN WEATHERS,PITCHER,WSH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.1,16.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,31.0
2026-07-10,RYNE STANEK,PITCHER,ATL,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,SAM BACHMAN,PITCHER,MIN,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,SAM HENTGES,PITCHER,COL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.1,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
2026-07-10,SAMY NATERA JR.,PITCHER,MIN,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0
2026-07-10,SANDY ALCANTARA,PITCHER,CLE,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,7.0,21.0,8.0,3.0,5.0,1.0,0.0,0.0,1.0,40.0
2026-07-10,SEAN BURKE,PITCHER,ATH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,7.0,21.0,9.0,1.0,4.0,1.0,0.0,1.0,1.0,55.0
2026-07-10,SHANE BIEBER,PITCHER,SD,,,,,,,3,,,,,,,,,,MLB_PITCHING_RESULTS.csv,4.2,14.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,20.0
2026-07-10,SHOTA IMANAGA,PITCHER,CIN,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.0,15.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,27.0
2026-07-10,SONNY GRAY,PITCHER,NYM,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,3.0,1.0,5.0,0.0,0.0,1.0,1.0,34.0
2026-07-10,STEVEN CRUZ,PITCHER,BAL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,STEVEN OKERT,PITCHER,TEX,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2026-07-10,TANNER GORDON,PITCHER,SF,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,5.0,15.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,15.0
2026-07-10,TIM HILL,PITCHER,WSH,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,-5.0
2026-07-10,TIM MAYZA,PITCHER,DET,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,-6.0
2026-07-10,TOM COSGROVE,PITCHER,NYY,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2026-07-10,TRAVIS ADAMS,PITCHER,LAA,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,TRENT THORNTON,PITCHER,CIN,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,TYLER ALEXANDER,PITCHER,HOU,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,TYLER DAVIS,PITCHER,ATH,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
2026-07-10,TYLER KINLEY,PITCHER,STL,,,,,,,1,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2026-07-10,TYLER ROGERS,PITCHER,SD,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,TYRON GUERRERO,PITCHER,NYM,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,VICTOR MEDEROS,PITCHER,STL,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2026-07-10,WANDY PERALTA,PITCHER,TOR,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2026-07-10,WILL KLEIN,PITCHER,AZ,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,1.2,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-07-10,XZAVION CURRY,PITCHER,BOS,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-07-10,ZACK LITTELL,PITCHER,NYY,,,,,,,0,,,,,,,,,,MLB_PITCHING_RESULTS.csv,4.0,12.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,24.0
2026-07-10,ZEBBY MATTHEWS,PITCHER,LAA,,,,,,,2,,,,,,,,,,MLB_PITCHING_RESULTS.csv,6.0,18.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,15.0
