PLAYER_NAME,BAT_DATE,BAT_TM,BAT_OPP,BAT_G,BAT_PA,BAT_AB,BAT_R,BAT_H,BAT_2B,BAT_3B,BAT_HR,BAT_RBI,BAT_BB,BAT_IBB,BAT_SO,BAT_HBP,BAT_SH,BAT_SF,BAT_GDP,BAT_SB,BAT_CS,BAT_BA,BAT_OBP,BAT_SLG,BAT_OPS,BAT_MLBID,BAT_TB,BAT_H_R_RBI,BAT_HITTER_FANTASY_EST,PIT_DATE,PIT_TM,PIT_OPP,PIT_G,PIT_GS,PIT_W,PIT_L,PIT_SV,PIT_IP,PIT_H,PIT_R,PIT_ER,PIT_BB,PIT_SO,PIT_HR,PIT_HBP,PIT_ERA,PIT_BF,PIT_PIT,PIT_STR,PIT_WHIP,PIT_MLBID,PIT_K_PER_IP,SC_AVG_EXIT_VELO,SC_AVG_LAUNCH_ANGLE,SC_XBA,SC_XSLG,SC_HARD_HIT_RATE,SC_BARREL_RATE_EST,LAST_HIT_RESULT_DATE,LAST_HIT_OPPONENT,LAST_HIT_PA,LAST_HIT_AB,LAST_HIT_H,LAST_HIT_R,LAST_HIT_RBI,LAST_HIT_HR,LAST_HIT_BB,LAST_HIT_HBP,LAST_HIT_SO,LAST_HIT_SB,LAST_HIT_SINGLES,LAST_HIT_DOUBLES,LAST_HIT_TRIPLES,LAST_HIT_TOTAL_BASES,LAST_HIT_H_PLUS_R_PLUS_RBI,LAST_HIT_HITTER_FANTASY_PP,LAST_PIT_RESULT_DATE,LAST_PIT_OPPONENT,LAST_PIT_IP,LAST_PIT_OUTS,LAST_PIT_K,LAST_PIT_ER,LAST_PIT_BB,LAST_PIT_HITS_ALLOWED,LAST_PIT_HR_ALLOWED,LAST_PIT_PITCHES,LAST_PIT_WIN,LAST_PIT_QUALITY_START,LAST_PIT_PITCHER_FANTASY_PP
JUAN MEJIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",COL,SF,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,675848.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JUAN SOTO,"Jul 10, 2026",NYM,BOS,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,665742.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,84.4074074074074,16.833333333333332,0.38475,0.86075,0.0691489361702127,0.0159574468085106,2026-07-10,BOS,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
JUNG HOO LEE,"Jul 10, 2026",SF,COL,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,808982.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,81.27333333333334,13.955555555555556,0.2684333333333333,0.3168666666666667,0.0573770491803278,0.0,2026-07-10,COL,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
JUNIOR CAMINERO,"Jul 10, 2026",TB,SEA,1.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,691406.0,6.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,85.43799999999999,9.88,0.3033928571428571,0.698642857142857,0.1024096385542168,0.0180722891566265,2026-07-10,SEA,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,25.0,,,,,,,,,,,,,
JUSTIN BRUIHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",STL,ATL,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,6.0,23.0,13.0,,677865.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATL,1.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
JUSTIN FOSCUE,"Jul 10, 2026",TEX,HOU,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,679822.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.0904761904762,25.285714285714285,0.2852,0.6715,0.05,0.0,2026-07-10,HOU,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JUSTIN LAWRENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",WSH,NYY,1.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,6.0,24.0,11.0,,664875.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,NYY,0.2,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
KAHLIL WATSON,"Jul 10, 2026",CLE,MIA,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,696135.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.46829268292683,20.78048780487805,0.2358235294117647,0.3489411764705882,0.0483870967741935,0.0,2026-07-10,MIA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KAZUMA OKAMOTO,"Jul 10, 2026",TOR,SD,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,672960.0,4.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,83.29799999999999,25.92,0.29208,0.6454000000000001,0.0814814814814814,0.0,2026-07-10,SD,4.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,20.0,,,,,,,,,,,,,
KE'BRYAN HAYES,"Jul 10, 2026",CIN,CHC,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,663647.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.42857142857143,34.142857142857146,0.0245,0.046,0.05,0.0,2026-07-10,CHC,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KEATON WINN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SF,COL,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,10.0,6.0,,676775.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,COL,0.2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
KEIBERT RUIZ,"Jul 10, 2026",WSH,NYY,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,660688.0,4.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,80.70256410256411,12.743589743589745,0.243,0.442125,0.0985915492957746,0.0422535211267605,2026-07-10,NYY,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
KERRY CARPENTER,"Jul 10, 2026",DET,PHI,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,681481.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,78.11333333333333,24.1,0.3013333333333333,0.4703333333333333,0.05,0.01,2026-07-10,PHI,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KETEL MARTE,"Jul 10, 2026",AZ,LAD,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,606466.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,85.0867924528302,14.41509433962264,0.3009032258064515,0.3946129032258064,0.0955414012738853,0.0,2026-07-10,LAD,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
KEVIN KELLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TB,SEA,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,14.0,10.0,,687330.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SEA,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
KEVIN MCGONIGLE,"Jul 10, 2026",DET,PHI,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,805808.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,80.1469387755102,15.877551020408164,0.2765357142857143,0.4898214285714286,0.0769230769230769,0.0,2026-07-10,PHI,5.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
KIRBY YATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",LAA,MIN,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,13.0,10.0,,489446.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,MIN,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
KODAI SENGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",NYM,BOS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,9.0,6.0,,673540.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,BOS,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KODY CLEMENS,"Jul 10, 2026",MIN,LAA,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,665019.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,85.38125000000001,22.83333333333333,0.3580454545454545,0.6803181818181817,0.0802469135802469,0.0123456790123456,2026-07-10,LAA,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,
KYLE HIGASHIOKA,"Jul 10, 2026",TEX,HOU,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,543309.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.13076923076923,27.814814814814813,0.282,0.4542727272727273,0.0821917808219178,0.0,2026-07-10,HOU,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KYLE HURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",LAD,AZ,1.0,1.0,0.0,0.0,0.0,1.2,3.0,2.0,2.0,1.0,1.0,0.0,0.0,,9.0,36.0,24.0,,669165.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,AZ,1.2,5.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0
KYLE KARROS,"Jul 10, 2026",COL,SF,1.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,691720.0,0.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,81.18095238095238,22.444444444444443,0.3293448275862069,0.6075862068965517,0.0755813953488372,0.0,2026-07-10,SF,5.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,13.0,,,,,,,,,,,,,
KYLE LEAHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",STL,ATL,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,10.0,44.0,29.0,,681517.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATL,3.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
KYLE MANZARDO,"Jul 10, 2026",CLE,MIA,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,700932.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.2,22.727272727272727,0.2216315789473684,0.3294736842105263,0.0357142857142857,0.0142857142857142,2026-07-10,MIA,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KYLE SCHWARBER,"Jul 10, 2026",PHI,DET,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,656941.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,86.31315789473685,26.76315789473684,0.3621875,0.769875,0.0617977528089887,0.0,2026-07-10,DET,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
KYLE STOWERS,"Jul 10, 2026",MIA,CLE,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,669065.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.19534883720931,16.930232558139537,0.3686190476190476,0.7223809523809523,0.1343283582089552,0.0074626865671641,2026-07-10,CLE,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
KYLE TEEL,"Jul 10, 2026",CWS,ATH,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,691019.0,0.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,84.653125,13.34375,0.3775333333333333,0.7111333333333333,0.1018518518518518,0.0185185185185185,2026-07-10,ATH,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,,,,,,,,,,,,
KYLE TUCKER,"Jul 10, 2026",LAD,AZ,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,663656.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,85.39047619047619,15.642857142857142,0.4384347826086956,0.5558260869565217,0.089430894308943,0.0,2026-07-10,AZ,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,,,,,,,,,,,,,
LAMONTE WADE JR.,"Jul 10, 2026",HOU,TEX,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,664774.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,75.4125,34.1875,0.205375,0.256125,0.0566037735849056,0.0,2026-07-10,TEX,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,,,,,,,,,,,,,
LANE THOMAS,"Jul 10, 2026",KC,BAL,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,657041.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.08863636363637,14.659090909090908,0.43175,0.7605,0.1134751773049645,0.0,2026-07-10,BAL,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LARS NOOTBAAR,"Jul 10, 2026",STL,ATL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,663457.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.15862068965517,0.5172413793103449,0.2485238095238095,0.3722857142857143,0.0707070707070707,0.0101010101010101,2026-07-10,ATL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LAWRENCE BUTLER,"Jul 10, 2026",ATH,CWS,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,671732.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,82.96279069767442,15.209302325581396,0.3010555555555556,0.3578333333333333,0.0839694656488549,0.0,2026-07-10,CWS,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
LEO JIMÉNEZ,"Jul 10, 2026",MIA,CLE,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,677870.0,4.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,89.2,12.64,0.37,0.6425882352941176,0.108433734939759,0.0120481927710843,2026-07-10,CLE,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
LIAM HICKS,"Jul 10, 2026",MIA,CLE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,689414.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,81.10727272727271,10.6,0.2858,0.3366285714285714,0.0753424657534246,0.0,2026-07-10,CLE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LOUIS VARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TOR,SD,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,6.0,26.0,15.0,,686973.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SD,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
LOURDES GURRIEL JR.,"Jul 10, 2026",AZ,LAD,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,666971.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,86.89318181818182,18.08888888888889,0.298625,0.38175,0.1074380165289256,0.0,2026-07-10,LAD,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LUINDER AVILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",KC,BAL,1.0,1.0,0.0,0.0,0.0,5.0,7.0,3.0,3.0,3.0,3.0,1.0,0.0,,24.0,96.0,57.0,,679883.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,BAL,5.0,15.0,3.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,15.0
LUIS ARRAEZ,"Jul 10, 2026",SF,COL,1.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,650333.0,0.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,80.82105263157895,19.84210526315789,0.3349142857142857,0.4021428571428571,0.0526315789473684,0.0,2026-07-10,COL,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,18.0,,,,,,,,,,,,,
LUIS CAMPUSANO,"Jul 10, 2026",SD,TOR,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,669134.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,84.92399999999999,6.48,0.3253333333333333,0.46425,0.0853658536585365,0.0,2026-07-10,TOR,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
LUIS CASTILLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SEA,TB,1.0,1.0,0.0,1.0,0.0,5.0,9.0,4.0,4.0,1.0,4.0,3.0,0.0,,25.0,91.0,68.0,,622491.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TB,5.0,15.0,4.0,4.0,1.0,9.0,3.0,0.0,0.0,0.0,15.0
LUIS GARCÍA JR.,"Jul 10, 2026",WSH,NYY,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,671277.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,84.48461538461538,11.192307692307692,0.4377037037037037,0.7934814814814815,0.1290322580645161,0.0080645161290322,2026-07-10,NYY,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LUIS LARA,"Jul 10, 2026",MIL,PIT,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,800325.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,82.9,9.875,0.3035714285714285,0.3494285714285715,0.05,0.0,2026-07-10,PIT,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,,,,,,,,,,,,,
LUIS RENGIFO,"Jul 10, 2026",SD,TOR,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,650859.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,84.45,-2.5,0.129,0.421,0.0,0.0,2026-07-10,TOR,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LUIS URÍAS,"Jul 10, 2026",TOR,SD,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,649966.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.3375,18.875,0.2042857142857143,0.236,0.0454545454545454,0.0,2026-07-10,SD,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
LUKE KEASCHALL,"Jul 10, 2026",MIN,LAA,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,807712.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.79032258064517,14.64516129032258,0.2082105263157894,0.3499473684210526,0.072072072072072,0.0,2026-07-10,LAA,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
LUKE RALEY,"Jul 10, 2026",SEA,TB,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,670042.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.3625,19.96875,0.3051176470588235,0.4345882352941176,0.0792079207920792,0.0,2026-07-10,TB,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MANNY MACHADO,"Jul 10, 2026",SD,TOR,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,592518.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,85.35,18.454545454545453,0.3296842105263158,0.6787894736842105,0.0699300699300699,0.0,2026-07-10,TOR,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,,,,,,,,,,,,,
MASATAKA YOSHIDA,"Jul 10, 2026",BOS,NYM,1.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,807799.0,4.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,81.76923076923077,23.07692307692308,0.3930833333333333,0.4631666666666666,0.0757575757575757,0.0151515151515151,2026-07-10,NYM,5.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
MASON BARNETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",ATH,CWS,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,,7.0,24.0,13.0,,686930.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CWS,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,-6.0
MASON FLUHARTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TOR,SD,1.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,5.0,3.0,,689254.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SD,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
